-1	D_
0	*
-1	D_RLE
0	АВСТРИЙСКИЙ
1	АЗИАТСКИЙ
2	АНГЛИЙСКИЙ
3	АССИРИЙСКИЙ
4	АФРИКАНСКИЙ
5	БАЛТИЙСКИЙ
6	БАШКИРСКИЙ
7	БЕЛОРУССКИЙ
8	БЕЛЬГИЙСКИЙ
9	БОЛГАРСКИЙ
10	БОЛИВИЙСКИЙ
11	БРАЗИЛЬСКИЙ
12	БРЮССЕЛЬСКИЙ
13	ВЕНСКИЙ
14	ГЕРМАНСКИЙ
15	ГИМАЛАЙСКИЙ
16	ГОЛЛАНДСКИЙ
17	ГРУЗИНСКИЙ
18	ДАЛЬНЕВОСТОЧНЫЙ
19	ЕВРОПЕЙСКИЙ
20	ИТАЛЬЯНСКИЙ
21	КАНАДСКИЙ
22	КАСПИЙСКИЙ
23	КЕМБРИДЖСКИЙ
24	КИПРСКИЙ
25	КИТАЙСКИЙ
26	КОСТРОМСКОЙ
27	КРАСНОДАРСКИЙ
28	МОНГОЛЬСКИЙ
29	НИДЕРЛАНДСКИЙ
30	ОМСКИЙ
31	ПАРИЖСКИЙ
32	ПЕРМСКИЙ
33	ПЕРУАНСКИЙ
34	ПОРТУГАЛЬСКИЙ
35	СОФИЙСКИЙ
36	ТУРЕЦКИЙ
37	УРАЛЬСКИЙ
38	ФРАНЦУЗСКИЙ
39	ШВЕДСКИЙ
40	ЯПОНСКИЙ
41	аллейный
42	арктический
43	бассейн
44	берег
45	болотистый
46	болотный
47	вдаваться
48	вершинный
49	вести
50	возводить
51	возвышаться
52	возвышенный
53	вокзальный
54	восточный
55	восходить
56	впадать
57	впадинный
58	встречать
59	вулканический
60	входить
61	глубокая
62	гора
63	город
64	горожанин
65	горы
66	деревенский
67	деревня
68	длинный
69	дно
70	долинно-балочный
71	долинный
72	дом
73	домина
74	дорожный
75	жить
76	западный
77	заповедный
78	засасывать
79	застраивать
80	идти
81	извергаться
82	извержение
83	квартира
84	кладбищенский
85	комната
86	континентальный
87	лесной
88	маршрутный
89	могила
90	море
91	мостовой
92	находиться
93	низменность
94	омываться
95	организовать
96	открывать
97	охраняться
98	подниматься
99	полевой
100	полноводный
101	портовик
102	портовый
103	поселковый
104	поселок
105	поселочный
106	приводить
107	привокзальный
108	приезжать
109	приточный
110	проводить
111	прокладывать
112	протекать
113	проходить
114	равнина
115	район
116	раскинуться
117	располагаться
118	река
119	сажать
120	сводить
121	сворачивать
122	северный
123	северо-восточный
124	северо-западный
125	сельский
126	сельсовет
127	селяне
128	селянин
129	селянка
130	склон
131	соединять
132	соловецкий
133	староста
134	строить
135	суша
136	там
137	топить
138	топкое
139	уезжать
140	улица
141	уничтожать
142	устьевой
143	устьевый
144	холм
145	хоронить
146	швейцарский
147	широкая
148	широкий
149	широкое
150	этаж
151	юго-восточный
152	юго-западный
153	южноамериканский
154	южный
-1	D_GRAFEM_DESC
0	ДЕФ
1	ЗПТ
2	ЦБК
3	ЦК
4	двтч
5	квч
-1	D_COLON
0	:
-1	D_LF
0	A0
1	A1
2	A2
3	A3
4	Abbr
5	Adv0
6	Adv1
7	Adv2
8	Adv3
9	AntiBon
10	AntiMagn
11	AntiReal
12	AntiReal1
13	AntiReal2
14	AntiVer
15	Bon
16	Caus
17	Caus1Func0
18	Caus1Func1
19	Caus1Manif
20	Caus1Oper1
21	Caus1Oper2
22	Caus2Func0
23	Caus2Func2
24	Caus2Oper2
25	Caus3Oper3
26	CausFunc
27	CausFunc0
28	CausFunc1
29	CausFunc2
30	CausIncep
31	CausLiqu
32	CausLoc
33	CausMagn
34	CausManif
35	CausOper1
36	CausOper2
37	CausOper3
38	Centr
39	Copul
40	Culm
41	Fin
42	FinCaus
43	FinFunc0
44	FinOper1
45	FinOper2
46	Func
47	Func0
48	Func1
49	Func2
50	Func3
51	Incep
52	IncepCaus
53	IncepFunc0
54	IncepFunc1
55	IncepLabor21
56	IncepOper1
57	IncepOper2
58	IncepOper3
59	Labor
60	Labor12
61	Labor13
62	Labor21
63	Liqu
64	Liqu1Func0
65	Liqu1Func1
66	Liqu1Labor13
67	Liqu1Oper1
68	Liqu1Oper2
69	Liqu2Func0
70	Liqu2Oper2
71	LiquFunc0
72	LiquFunc1
73	LiquMagn
