-1	D_
0	*
-1	D_RLE
0	авалист
1	авансирование
2	авансовый
3	авизование
4	авизовать
5	ажиотажный
6	активный
7	акцепт
8	акцептант
9	акцептный
10	анализ
11	большой
12	брать
13	бухгалтерский
14	быть
15	бюджетный
16	вексельный
17	взимать
18	вкладчик
19	владелец
20	владеть
21	вносить
22	выдавать
23	выделять
24	выкупать
25	выписывать
26	выпускать
27	высокий
28	гарантированный
29	давать
30	действовать
31	делать
32	денежный
33	дисконтированный
34	дисконтировать
35	дисконтный
36	доверительный
37	доверять
38	достойный
39	закрывать
40	занимать
41	заниматься
42	заслуженный
43	заслужить
44	иметь
45	иметься
46	инвестировать
47	инвестиционный
48	инкассировать
49	исходить
50	кассовый
51	клиринговый
52	конкурсант
53	конкурсный
54	котировкать
55	котировочный
56	крупный
57	купонный
58	лизинговый
59	ликвидировать
60	ликвидный
61	льготный
62	мелкий
63	монетарный
64	монетный
65	надежный
66	направлять
67	находиться
68	начинаться
69	низкий
70	обладать
71	определять
72	осуществлять
73	осуществляться
74	открывать
75	перейти
76	печатать
77	платить
78	победить
79	погашать
80	подавать
81	подписывать
82	полный
83	получать
84	получить
85	поступать
86	пошлинный
87	предоставлять
88	представить
89	предъявитель
90	приватизировать
91	принимать
92	проводить
93	производить
94	происходить
95	пройти
96	просроченный
97	проходить
98	равняться
99	распространяться
100	рассчитываться
101	самофинансироваться
102	скудный
103	служить
104	составлять
105	ссудный
106	стоимость
107	субсидировать
108	устанавливать
109	участвовать
110	участник
111	фальшивый
112	финансовый
113	являться
-1	D_GRAFEM_DESC
0	ДЕФ
1	ЗПТ
2	ЦБК
3	ЦК
4	двтч
5	квч
-1	D_COLON
0	:
-1	D_LF
0	A0
1	A1
2	A2
3	A3
4	Abbr
5	Adv0
6	Adv1
7	Adv2
8	Adv3
9	AntiBon
10	AntiMagn
11	AntiReal
12	AntiReal1
13	AntiReal2
14	AntiVer
15	Bon
16	Caus
17	Caus1Func0
18	Caus1Func1
19	Caus1Manif
20	Caus1Oper1
21	Caus1Oper2
22	Caus2Func0
23	Caus2Func2
24	Caus2Oper2
25	Caus3Oper3
26	CausFunc
27	CausFunc0
28	CausFunc1
29	CausFunc2
30	CausIncep
31	CausLiqu
32	CausLoc
33	CausMagn
34	CausManif
35	CausOper1
36	CausOper2
37	CausOper3
38	CausVer
39	Centr
40	Copul
41	Culm
42	Fin
43	FinCaus
44	FinFunc0
45	FinOper1
46	FinOper2
47	Func
48	Func0
49	Func1
50	Func2
51	Func3
52	Incep
53	IncepCaus
54	IncepFunc0
55	IncepFunc1
56	IncepLabor21
57	IncepOper1
58	IncepOper2
59	IncepOper3
60	Labor
61	Labor12
62	Labor13
63	Labor21
64	Liqu
65	Liqu1Func0
66	Liqu1Func1
67	Liqu1Labor13
68	Liqu1Oper1
69	Liqu1Oper2
70	Liqu2Func0
71	Liqu2Oper2
72	LiquFunc0
73	LiquFunc1
74	LiquMagn
75	LiquOper1
76	LiquOper2
77	LiquOper3
78	Loc
79	Magn
80	MoveLoc
81	Oper
82	Oper1
83	Oper2
84	Oper3
85	OperCaus
86	Perm2Oper1
87	PermFunc0
88	PermOper1
89	Pred0
90	Real
91	Real1
92	Real2
93	Real3
94	S0
95	S1
96	S2
97	S3
98	S4
99	S_res
100	V0
101	Ver
-1	D_GRAM_FUNCT
0	АББР
1	ГЛ
2	КР
3	НАР
4	ОТР
5	ПРЕВ
6	ПРИД
7	ПРИЛ
8	СОВ
9	СРАВН
10	СУЩ
11	ЧАСТ
-1	D_OPN
0	(
-1	D_SEM_REL
0	ACT
1	ACTUAL
2	ADR
3	AFTER
4	AGENT
5	AIM
6	ALIKE
7	AS
8	ASPECT
9	ATTR
10	AUTHOR
11	BELNG
12	C-AGENT
13	CAUSE
14	COMP
15	COND
16	CONTEN
17	DATE
18	DEGREE
19	EQL
20	ESTIM
21	F-ACT
22	FOR
23	FORM
24	FUNCT
25	IDENT
26	IN-ACCORD
27	IN-DIRECT
28	INCLUDING
29	INSTEAD
30	INSTR
31	ISCONNECTED
32	LOCK_forward
33	LOC_dist
34	LOC_nea
35	LOK
36	MATER
37	MEANS
38	MEDIATOR
39	METHOD
40	MODL
41	MORE
42	MUA
43	MULTI
44	NAME
